;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 7/27/2016 10:22:29 AM
;----------------------------------------------

;Address Opcode 	ASM
;SmokeFactory.c,169 :: 		UBRR0L = BAUD_PRESCALE_9600;// Load lower 8-bits into the low byte of the UBRR register
0x2740	0xE6B7    	LDI        R27, 103
0x2742	0x00C493B0  	STS        UBRR0L+0, R27
;SmokeFactory.c,170 :: 		UBRR0H = (BAUD_PRESCALE_9600 >> 8);
0x2746	0xE0B0    	LDI        R27, 0
0x2748	0x00C593B0  	STS        UBRR0H+0, R27
;SmokeFactory.c,174 :: 		}
L_USART_Init25:
;SmokeFactory.c,178 :: 		TXEN0_bit = 1;
0x274C	0x00C191B0  	LDS        R27, TXEN0_bit+0
0x2750	0x60B8    	SBR        R27, 8
0x2752	0x00C193B0  	STS        TXEN0_bit+0, R27
;SmokeFactory.c,179 :: 		RXEN0_bit = 1;
0x2756	0x00C191B0  	LDS        R27, RXEN0_bit+0
0x275A	0x61B0    	SBR        R27, 16
0x275C	0x00C193B0  	STS        RXEN0_bit+0, R27
;SmokeFactory.c,180 :: 		RXCIE0_bit = 1;
0x2760	0x00C191B0  	LDS        R27, RXCIE0_bit+0
0x2764	0x68B0    	SBR        R27, 128
0x2766	0x00C193B0  	STS        RXCIE0_bit+0, R27
;SmokeFactory.c,182 :: 		}
L_end_USART_Init:
0x276A	0x9508    	RET
; end of _USART_Init
_vInitTimer_1:
;SmokeFactory.c,222 :: 		void vInitTimer_1(void)
;SmokeFactory.c,226 :: 		CS10_bit = 0;
0x276C	0x008191B0  	LDS        R27, CS10_bit+0
0x2770	0x7FBE    	CBR        R27, 1
0x2772	0x008193B0  	STS        CS10_bit+0, R27
;SmokeFactory.c,227 :: 		CS11_bit = 1;
0x2776	0x008191B0  	LDS        R27, CS11_bit+0
0x277A	0x60B2    	SBR        R27, 2
0x277C	0x008193B0  	STS        CS11_bit+0, R27
;SmokeFactory.c,228 :: 		CS12_bit = 0;
0x2780	0x008191B0  	LDS        R27, CS12_bit+0
0x2784	0x7FBB    	CBR        R27, 4
0x2786	0x008193B0  	STS        CS12_bit+0, R27
;SmokeFactory.c,230 :: 		TOIE1_bit = 1;
0x278A	0x006F91B0  	LDS        R27, TOIE1_bit+0
0x278E	0x60B1    	SBR        R27, 1
0x2790	0x006F93B0  	STS        TOIE1_bit+0, R27
;SmokeFactory.c,232 :: 		TCNT1H = 0;
0x2794	0xE0B0    	LDI        R27, 0
0x2796	0x008593B0  	STS        TCNT1H+0, R27
;SmokeFactory.c,233 :: 		TCNT1L = 0;
0x279A	0xE0B0    	LDI        R27, 0
0x279C	0x008493B0  	STS        TCNT1L+0, R27
;SmokeFactory.c,234 :: 		}
L_end_vInitTimer_1:
0x27A0	0x9508    	RET
; end of _vInitTimer_1
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x27A2	0x002891B0  	LDS        R27, LCD_EN+0
0x27A6	0x7FBB    	CBR        R27, 4
0x27A8	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,87 :: 		
0x27AC	0x002891B0  	LDS        R27, LCD_RS+0
0x27B0	0x7FB7    	CBR        R27, 8
0x27B2	0x002893B0  	STS        LCD_RS+0, R27
;__Lib_Lcd.c,88 :: 		
0x27B6	0x002591B0  	LDS        R27, LCD_D7+0
0x27BA	0x7FBD    	CBR        R27, 2
0x27BC	0x002593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,89 :: 		
0x27C0	0x002591B0  	LDS        R27, LCD_D6+0
0x27C4	0x7FBB    	CBR        R27, 4
0x27C6	0x002593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,90 :: 		
0x27CA	0x002591B0  	LDS        R27, LCD_D5+0
0x27CE	0x7FB7    	CBR        R27, 8
0x27D0	0x002593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,91 :: 		
0x27D4	0x002591B0  	LDS        R27, LCD_D4+0
0x27D8	0x7EBF    	CBR        R27, 16
0x27DA	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,93 :: 		
0x27DE	0x002791B0  	LDS        R27, LCD_EN_Direction+0
0x27E2	0x60B4    	SBR        R27, 4
0x27E4	0x002793B0  	STS        LCD_EN_Direction+0, R27
;__Lib_Lcd.c,94 :: 		
0x27E8	0x002791B0  	LDS        R27, LCD_RS_Direction+0
0x27EC	0x60B8    	SBR        R27, 8
0x27EE	0x002793B0  	STS        LCD_RS_Direction+0, R27
;__Lib_Lcd.c,95 :: 		
0x27F2	0x002491B0  	LDS        R27, LCD_D4_Direction+0
0x27F6	0x61B0    	SBR        R27, 16
0x27F8	0x002493B0  	STS        LCD_D4_Direction+0, R27
;__Lib_Lcd.c,96 :: 		
0x27FC	0x002491B0  	LDS        R27, LCD_D5_Direction+0
0x2800	0x60B8    	SBR        R27, 8
0x2802	0x002493B0  	STS        LCD_D5_Direction+0, R27
;__Lib_Lcd.c,97 :: 		
0x2806	0x002491B0  	LDS        R27, LCD_D6_Direction+0
0x280A	0x60B4    	SBR        R27, 4
0x280C	0x002493B0  	STS        LCD_D6_Direction+0, R27
;__Lib_Lcd.c,98 :: 		
0x2810	0x002491B0  	LDS        R27, LCD_D7_Direction+0
0x2814	0x60B2    	SBR        R27, 2
0x2816	0x002493B0  	STS        LCD_D7_Direction+0, R27
;__Lib_Lcd.c,100 :: 		
0x281A	0xDECD    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,101 :: 		
0x281C	0xDECC    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,102 :: 		
0x281E	0xDECB    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,105 :: 		
0x2820	0x002591B0  	LDS        R27, LCD_D5+0
0x2824	0x60B8    	SBR        R27, 8
0x2826	0x002593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,106 :: 		
0x282A	0x002591B0  	LDS        R27, LCD_D4+0
0x282E	0x61B0    	SBR        R27, 16
0x2830	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,107 :: 		
0x2834	0x002891B0  	LDS        R27, LCD_EN+0
0x2838	0x60B4    	SBR        R27, 4
0x283A	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,108 :: 		
0x283E	0xDEC3    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,109 :: 		
0x2840	0x002891B0  	LDS        R27, LCD_EN+0
0x2844	0x7FBB    	CBR        R27, 4
0x2846	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,110 :: 		
0x284A	0xDEB5    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,112 :: 		
0x284C	0x002891B0  	LDS        R27, LCD_EN+0
0x2850	0x60B4    	SBR        R27, 4
0x2852	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,113 :: 		
0x2856	0xDEB7    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,114 :: 		
0x2858	0x002891B0  	LDS        R27, LCD_EN+0
0x285C	0x7FBB    	CBR        R27, 4
0x285E	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,115 :: 		
0x2862	0xDEA9    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,117 :: 		
0x2864	0x002891B0  	LDS        R27, LCD_EN+0
0x2868	0x60B4    	SBR        R27, 4
0x286A	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,118 :: 		
0x286E	0xDEAB    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,119 :: 		
0x2870	0x002891B0  	LDS        R27, LCD_EN+0
0x2874	0x7FBB    	CBR        R27, 4
0x2876	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,120 :: 		
0x287A	0xDE9D    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,123 :: 		
0x287C	0x002591B0  	LDS        R27, LCD_D4+0
0x2880	0x7EBF    	CBR        R27, 16
0x2882	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,124 :: 		
0x2886	0x002891B0  	LDS        R27, LCD_EN+0
0x288A	0x60B4    	SBR        R27, 4
0x288C	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,125 :: 		
0x2890	0xDE9A    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,126 :: 		
0x2892	0x002891B0  	LDS        R27, LCD_EN+0
0x2896	0x7FBB    	CBR        R27, 4
0x2898	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,127 :: 		
0x289C	0xDE8C    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,130 :: 		
0x289E	0x002891B0  	LDS        R27, LCD_EN+0
0x28A2	0x60B4    	SBR        R27, 4
0x28A4	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,131 :: 		
0x28A8	0xDE8E    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,132 :: 		
0x28AA	0x002891B0  	LDS        R27, LCD_EN+0
0x28AE	0x7FBB    	CBR        R27, 4
0x28B0	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,134 :: 		
0x28B4	0x002591B0  	LDS        R27, LCD_D5+0
0x28B8	0x7FB7    	CBR        R27, 8
0x28BA	0x002593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,135 :: 		
0x28BE	0x002591B0  	LDS        R27, LCD_D7+0
0x28C2	0x60B2    	SBR        R27, 2
0x28C4	0x002593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,136 :: 		
0x28C8	0x002891B0  	LDS        R27, LCD_EN+0
0x28CC	0x60B4    	SBR        R27, 4
0x28CE	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,137 :: 		
0x28D2	0xDE79    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,138 :: 		
0x28D4	0x002891B0  	LDS        R27, LCD_EN+0
0x28D8	0x7FBB    	CBR        R27, 4
0x28DA	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,139 :: 		
0x28DE	0xDE6B    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,142 :: 		
0x28E0	0x002591B0  	LDS        R27, LCD_D7+0
0x28E4	0x7FBD    	CBR        R27, 2
0x28E6	0x002593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,143 :: 		
0x28EA	0x002591B0  	LDS        R27, LCD_D4+0
0x28EE	0x61B0    	SBR        R27, 16
0x28F0	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,144 :: 		
0x28F4	0x002891B0  	LDS        R27, LCD_EN+0
0x28F8	0x60B4    	SBR        R27, 4
0x28FA	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,145 :: 		
0x28FE	0xDE63    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,146 :: 		
0x2900	0x002891B0  	LDS        R27, LCD_EN+0
0x2904	0x7FBB    	CBR        R27, 4
0x2906	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,148 :: 		
0x290A	0x002591B0  	LDS        R27, LCD_D4+0
0x290E	0x7EBF    	CBR        R27, 16
0x2910	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,149 :: 		
0x2914	0x002891B0  	LDS        R27, LCD_EN+0
0x2918	0x60B4    	SBR        R27, 4
0x291A	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,150 :: 		
0x291E	0xDE53    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,151 :: 		
0x2920	0x002891B0  	LDS        R27, LCD_EN+0
0x2924	0x7FBB    	CBR        R27, 4
0x2926	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,152 :: 		
0x292A	0xDE45    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,155 :: 		
0x292C	0x002891B0  	LDS        R27, LCD_EN+0
0x2930	0x60B4    	SBR        R27, 4
0x2932	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,156 :: 		
0x2936	0xDE47    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,157 :: 		
0x2938	0x002891B0  	LDS        R27, LCD_EN+0
0x293C	0x7FBB    	CBR        R27, 4
0x293E	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,159 :: 		
0x2942	0x002591B0  	LDS        R27, LCD_D4+0
0x2946	0x61B0    	SBR        R27, 16
0x2948	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,160 :: 		
0x294C	0x002891B0  	LDS        R27, LCD_EN+0
0x2950	0x60B4    	SBR        R27, 4
0x2952	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,161 :: 		
0x2956	0xDE37    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,162 :: 		
0x2958	0x002891B0  	LDS        R27, LCD_EN+0
0x295C	0x7FBB    	CBR        R27, 4
0x295E	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,163 :: 		
0x2962	0xDE29    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,166 :: 		
0x2964	0x002591B0  	LDS        R27, LCD_D4+0
0x2968	0x7EBF    	CBR        R27, 16
0x296A	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,167 :: 		
0x296E	0x002891B0  	LDS        R27, LCD_EN+0
0x2972	0x60B4    	SBR        R27, 4
0x2974	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,168 :: 		
0x2978	0xDE26    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,169 :: 		
0x297A	0x002891B0  	LDS        R27, LCD_EN+0
0x297E	0x7FBB    	CBR        R27, 4
0x2980	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,171 :: 		
0x2984	0x002591B0  	LDS        R27, LCD_D7+0
0x2988	0x60B2    	SBR        R27, 2
0x298A	0x002593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,172 :: 		
0x298E	0x002591B0  	LDS        R27, LCD_D6+0
0x2992	0x60B4    	SBR        R27, 4
0x2994	0x002593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,173 :: 		
0x2998	0x002591B0  	LDS        R27, LCD_D5+0
0x299C	0x60B8    	SBR        R27, 8
0x299E	0x002593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,174 :: 		
0x29A2	0x002591B0  	LDS        R27, LCD_D4+0
0x29A6	0x61B0    	SBR        R27, 16
0x29A8	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,175 :: 		
0x29AC	0x002891B0  	LDS        R27, LCD_EN+0
0x29B0	0x60B4    	SBR        R27, 4
0x29B2	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,176 :: 		
0x29B6	0xDE07    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,177 :: 		
0x29B8	0x002891B0  	LDS        R27, LCD_EN+0
0x29BC	0x7FBB    	CBR        R27, 4
0x29BE	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,179 :: 		
0x29C2	0xDDF9    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,181 :: 		
0x29C4	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x29C8	0x60B4    	SBR        R27, 4
0x29CA	0x013093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x29CE	0x9508    	RET
; end of _Lcd_Init
_Delay_5500us:
;__Lib_Delays.c,30 :: 		void Delay_5500us() {
;__Lib_Delays.c,31 :: 		Delay_us(5500);
0x25B6	0xE713    	LDI        R17, 115
0x25B8	0xE408    	LDI        R16, 72
L_Delay_5500us12:
0x25BA	0x950A    	DEC        R16
0x25BC	0xF7F1    	BRNE       L_Delay_5500us12
0x25BE	0x951A    	DEC        R17
0x25C0	0xF7E1    	BRNE       L_Delay_5500us12
0x25C2	0x0000    	NOP
;__Lib_Delays.c,32 :: 		}
L_end_Delay_5500us:
0x25C4	0x9508    	RET
; end of _Delay_5500us
_Delay_1us:
;__Lib_Delays.c,6 :: 		void Delay_1us() {
;__Lib_Delays.c,7 :: 		Delay_us(1);
0x25C6	0xE005    	LDI        R16, 5
L_Delay_1us0:
0x25C8	0x950A    	DEC        R16
0x25CA	0xF7F1    	BRNE       L_Delay_1us0
0x25CC	0x0000    	NOP
;__Lib_Delays.c,8 :: 		}
L_end_Delay_1us:
0x25CE	0x9508    	RET
; end of _Delay_1us
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x2678	0xFA27    	BST        R2, 7
0x267A	0x002591B0  	LDS        R27, LCD_D7+0
0x267E	0xF9B1    	BLD        R27, 1
0x2680	0x002593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,21 :: 		
0x2684	0xFA26    	BST        R2, 6
0x2686	0x002591B0  	LDS        R27, LCD_D6+0
0x268A	0xF9B2    	BLD        R27, 2
0x268C	0x002593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,22 :: 		
0x2690	0xFA25    	BST        R2, 5
0x2692	0x002591B0  	LDS        R27, LCD_D5+0
0x2696	0xF9B3    	BLD        R27, 3
0x2698	0x002593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,23 :: 		
0x269C	0xFA24    	BST        R2, 4
0x269E	0x002591B0  	LDS        R27, LCD_D4+0
0x26A2	0xF9B4    	BLD        R27, 4
0x26A4	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,25 :: 		
0x26A8	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x26AC	0x00289000  	LDS        R0, LCD_RS+0
0x26B0	0x94E8    	CLT
0x26B2	0xFFB2    	SBRS       R27, 2
0x26B4	0x9468    	SET
0x26B6	0xF803    	BLD        R0, 3
0x26B8	0x00289200  	STS        LCD_RS+0, R0
;__Lib_Lcd.c,28 :: 		
0x26BC	0x002891B0  	LDS        R27, LCD_EN+0
0x26C0	0x60B4    	SBR        R27, 4
0x26C2	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,29 :: 		
0x26C6	0xDF7F    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,30 :: 		
0x26C8	0x002891B0  	LDS        R27, LCD_EN+0
0x26CC	0x7FBB    	CBR        R27, 4
0x26CE	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,33 :: 		
0x26D2	0xFA23    	BST        R2, 3
0x26D4	0x002591B0  	LDS        R27, LCD_D7+0
0x26D8	0xF9B1    	BLD        R27, 1
0x26DA	0x002593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,34 :: 		
0x26DE	0xFA22    	BST        R2, 2
0x26E0	0x002591B0  	LDS        R27, LCD_D6+0
0x26E4	0xF9B2    	BLD        R27, 2
0x26E6	0x002593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,35 :: 		
0x26EA	0xFA21    	BST        R2, 1
0x26EC	0x002591B0  	LDS        R27, LCD_D5+0
0x26F0	0xF9B3    	BLD        R27, 3
0x26F2	0x002593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,36 :: 		
0x26F6	0xFA20    	BST        R2, 0
0x26F8	0x002591B0  	LDS        R27, LCD_D4+0
0x26FC	0xF9B4    	BLD        R27, 4
0x26FE	0x002593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,38 :: 		
0x2702	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x2706	0x00289000  	LDS        R0, LCD_RS+0
0x270A	0x94E8    	CLT
0x270C	0xFFB2    	SBRS       R27, 2
0x270E	0x9468    	SET
0x2710	0xF803    	BLD        R0, 3
0x2712	0x00289200  	STS        LCD_RS+0, R0
;__Lib_Lcd.c,40 :: 		
0x2716	0x002891B0  	LDS        R27, LCD_EN+0
0x271A	0x60B4    	SBR        R27, 4
0x271C	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,41 :: 		
0x2720	0xDF52    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,42 :: 		
0x2722	0x002891B0  	LDS        R27, LCD_EN+0
0x2726	0x7FBB    	CBR        R27, 4
0x2728	0x002893B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,44 :: 		
0x272C	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x2730	0xFFB2    	SBRS       R27, 2
0x2732	0xC002    	RJMP       L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x2734	0xDF40    	RCALL      _Delay_5500us+0
0x2736	0xC003    	RJMP       L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x2738	0xEFE2    	LDI        R30, lo_addr(_Delay_50us)
0x273A	0xE0F4    	LDI        R31, hi_addr(_Delay_50us+0)
0x273C	0x9509    	ICALL
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x273E	0x9508    	RET
; end of _Lcd_Cmd
_Delay_50us:
;__Lib_Delays.c,18 :: 		void Delay_50us() {
;__Lib_Delays.c,19 :: 		Delay_us(50);
0x09E4	0xE012    	LDI        R17, 2
0x09E6	0xE009    	LDI        R16, 9
L_Delay_50us6:
0x09E8	0x950A    	DEC        R16
0x09EA	0xF7F1    	BRNE       L_Delay_50us6
0x09EC	0x951A    	DEC        R17
0x09EE	0xF7E1    	BRNE       L_Delay_50us6
;__Lib_Delays.c,20 :: 		}
L_end_Delay_50us:
0x09F0	0x9508    	RET
; end of _Delay_50us
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x25E0	0x922F    	PUSH       R2
0x25E2	0xC00F    	RJMP       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x25E4	0xE8B0    	LDI        R27, 128
0x25E6	0x2E2B    	MOV        R2, R27
0x25E8	0xC019    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x25EA	0xECB0    	LDI        R27, 192
0x25EC	0x2E2B    	MOV        R2, R27
0x25EE	0xC016    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x25F0	0xE9B4    	LDI        R27, 148
0x25F2	0x2E2B    	MOV        R2, R27
0x25F4	0xC013    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x25F6	0xEDB4    	LDI        R27, 212
0x25F8	0x2E2B    	MOV        R2, R27
0x25FA	0xC010    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x25FC	0xE8B0    	LDI        R27, 128
0x25FE	0x2E2B    	MOV        R2, R27
;__Lib_Lcd.c,193 :: 		
0x2600	0xC00D    	RJMP       L_Lcd_Out12
L_Lcd_Out11:
0x2602	0xE0B1    	LDI        R27, 1
0x2604	0x162B    	CP         R2, R27
0x2606	0xF371    	BREQ       L_Lcd_Out13
L__Lcd_Out35:
0x2608	0xE0B2    	LDI        R27, 2
0x260A	0x162B    	CP         R2, R27
0x260C	0xF371    	BREQ       L_Lcd_Out14
L__Lcd_Out36:
0x260E	0xE0B3    	LDI        R27, 3
0x2610	0x162B    	CP         R2, R27
0x2612	0xF371    	BREQ       L_Lcd_Out15
L__Lcd_Out37:
0x2614	0xE0B4    	LDI        R27, 4
0x2616	0x162B    	CP         R2, R27
0x2618	0xF371    	BREQ       L_Lcd_Out16
L__Lcd_Out38:
0x261A	0xCFF0    	RJMP       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x261C	0x2D03    	MOV        R16, R3
0x261E	0x5001    	SUBI       R16, 1
0x2620	0x0D02    	ADD        R16, R2
0x2622	0x2E20    	MOV        R2, R16
;__Lib_Lcd.c,196 :: 		
0x2624	0x2E20    	MOV        R2, R16
0x2626	0xD028    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,197 :: 		
0x2628	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x262C	0x7FBB    	CBR        R27, 4
0x262E	0x013093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,198 :: 		
; i start address is: 17 (R17)
0x2632	0xE010    	LDI        R17, 0
; i end address is: 17 (R17)
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
; i start address is: 17 (R17)
0x2634	0x2FE1    	MOV        R30, R17
0x2636	0xE0F0    	LDI        R31, 0
0x2638	0x0DE4    	ADD        R30, R4
0x263A	0x1DF5    	ADC        R31, R5
0x263C	0x8100    	LD         R16, Z
0x263E	0x2300    	TST        R16
0x2640	0xF079    	BREQ       L_Lcd_Out19
L__Lcd_Out39:
;__Lib_Lcd.c,200 :: 		
0x2642	0x2FE1    	MOV        R30, R17
0x2644	0xE0F0    	LDI        R31, 0
0x2646	0x0DE4    	ADD        R30, R4
0x2648	0x1DF5    	ADC        R31, R5
0x264A	0x8100    	LD         R16, Z
0x264C	0x931F    	PUSH       R17
0x264E	0x922F    	PUSH       R2
0x2650	0x2E20    	MOV        R2, R16
0x2652	0xDFA5    	RCALL      _Lcd_Chr_CP+0
0x2654	0x902F    	POP        R2
0x2656	0x911F    	POP        R17
0x2658	0x2F01    	MOV        R16, R17
0x265A	0x5F0F    	SUBI       R16, 255
0x265C	0x2F10    	MOV        R17, R16
; i end address is: 17 (R17)
0x265E	0xCFEA    	RJMP       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x2660	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x2664	0x60B4    	SBR        R27, 4
0x2666	0x013093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x266A	0x902F    	POP        R2
0x266C	0x9508    	RET
; end of _Lcd_Out
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x259E	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x25A2	0x7FBB    	CBR        R27, 4
0x25A4	0x013093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,53 :: 		
0x25A8	0xD067    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,54 :: 		
0x25AA	0x013091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x25AE	0x60B4    	SBR        R27, 4
0x25B0	0x013093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x25B4	0x9508    	RET
; end of _Lcd_Chr_CP
_USART_SendByte:
;SmokeFactory.c,184 :: 		void USART_SendByte(unsigned char u8Data){
;SmokeFactory.c,190 :: 		UDR0 = u8Data;
0x25D0	0x00C69220  	STS        UDR0+0, R2
;SmokeFactory.c,191 :: 		while(UDRE0_bit == 0);
L_USART_SendByte26:
0x25D4	0x00C091B0  	LDS        R27, UDRE0_bit+0
0x25D8	0xFDB5    	SBRC       R27, 5
0x25DA	0xC001    	RJMP       L_USART_SendByte27
0x25DC	0xCFFB    	RJMP       L_USART_SendByte26
L_USART_SendByte27:
;SmokeFactory.c,192 :: 		}
L_end_USART_SendByte:
0x25DE	0x9508    	RET
; end of _USART_SendByte
_vClearBuffer:
;SmokeFactory.c,242 :: 		void vClearBuffer(void)
;SmokeFactory.c,244 :: 		unsigned char ucCounter=0;
;SmokeFactory.c,245 :: 		for(ucCounter=0;ucCounter<20;ucCounter++)
; ucCounter start address is: 18 (R18)
0x29FC	0xE020    	LDI        R18, 0
; ucCounter end address is: 18 (R18)
L_vClearBuffer31:
